sku;name;price;iva;url;image_url;categories;marca;description;LIBRO+B90+B96+B116+B189+B209+B90;urlDescarga;tipo
1212416;PC Injustice: Gods Among Us, Ultimate Edition;17,99;21;https://www.mediamarkt.es/es/product/_pc-injustice-gods-among-us-ultimate-edition-1212416.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79223312/fee_325_225_png;Informática > Gaming > Juegos PC;WARNER BROS ENTERTAIN;<p>Juego PC</p>;2832712682;https://www.mediamarkt.es/es/product/getProducto.php?sku=1212416;VIDEOJUEGO
1331623;PC FIFA 17;27,99;21;https://www.mediamarkt.es/es/product/_pc-fifa-17-1331623.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79141253/fee_325_225_png;Informática > Gaming > Juegos PC;ELECTRONIC ARTS;<p>Juego PC</p>;3137580111;https://www.mediamarkt.es/es/product/getProducto.php?sku=1331623;VIDEOJUEGO
1331933;PC Warhammer 40000: Eternal Crusade;44,99;21;https://www.mediamarkt.es/es/product/_pc-warhammer-40000-eternal-crusade-1331933.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79141487/fee_325_225_png;Informática > Gaming > Juegos PC;NAMCO BANDAI;<p>Juego PC</p>;1090843859;https://www.mediamarkt.es/es/product/getProducto.php?sku=1331933;VIDEOJUEGO
1249621;PC Gas Guzzlers - Edición Premium;7,99;21;https://www.mediamarkt.es/es/product/_pc-gas-guzzlers-edición-premium-1249621.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79286691/fee_325_225_png;Informática > Gaming > Juegos PC;FX INTERACTIVE (SOFTWARE);<p>Juego PC</p>;1222637195;https://www.mediamarkt.es/es/product/getProducto.php?sku=1249621;VIDEOJUEGO
1423875;Fallout 76 Power Armor Edition (Ce);175;21;https://www.mediamarkt.es/es/product/_fallout-76-power-armor-edition-ce-1423875.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79996139/fee_325_225_png;Informática > Gaming > Juegos PC;BETHESDA;Videojuego para PC;2347261793;https://www.mediamarkt.es/es/product/getProducto.php?sku=1423875;VIDEOJUEGO
1398448;PC World of Warcraft: Battle for Azeroth - Caja Precompra;36,99;21;https://www.mediamarkt.es/es/product/_pc-world-of-warcraft-battle-for-azeroth-caja-precompra-1398448.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79312901/fee_325_225_png;Informática > Gaming > Juegos PC;ACTIVISION BLIZZARD (SOFT);Caja Precompra;2172958994;https://www.mediamarkt.es/es/product/getProducto.php?sku=1398448;VIDEOJUEGO
1304444;PC Overwatch - Origins Edition;33,99;21;https://www.mediamarkt.es/es/product/_pc-overwatch-origins-edition-1304444.html;https://picscdn.redblue.de/doi/pixelboxx-mss-72435788/fee_325_225_png;Informática > Gaming > Juegos PC;ACTIVISION BLIZZARD (SOFT);<p>Juego PC</p>;2032537796;https://www.mediamarkt.es/es/product/getProducto.php?sku=1304444;VIDEOJUEGO
1284236;PC Fallout 4;13,99;21;https://www.mediamarkt.es/es/product/_pc-fallout-4-1284236.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79289283/fee_325_225_png;Informática > Gaming > Juegos PC;BETHESDA;<p>Juego PC</p>;1518367675;https://www.mediamarkt.es/es/product/getProducto.php?sku=1284236;VIDEOJUEGO
1439198;Outward;34,99;21;https://www.mediamarkt.es/es/product/_outward-1439198.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79862383/fee_325_225_png;Informática > Gaming > Juegos PC;DEEP SILVER;Juego PC;2500405680;https://www.mediamarkt.es/es/product/getProducto.php?sku=1439198;VIDEOJUEGO
1423876;Devil May Cry 5;44,99;21;https://www.mediamarkt.es/es/product/_devil-may-cry-5-1423876.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79175972/fee_325_225_png;Informática > Gaming > Juegos PC;CAPCOM;Videojuego PC;2366452645;https://www.mediamarkt.es/es/product/getProducto.php?sku=1423876;VIDEOJUEGO
1237893;PC World of Warcraft: Warlords of Draenor - PreCompra;34,99;21;https://www.mediamarkt.es/es/product/_pc-world-of-warcraft-warlords-of-draenor-precompra-1237893.html;https://picscdn.redblue.de/doi/pixelboxx-mss-66100354/fee_325_225_png;Informática > Gaming > Juegos PC;ACTIVISION BLIZZARD (SOFT);WOW WARLORDS OF DRAENOR (PRECOMPRA);2409835240;https://www.mediamarkt.es/es/product/getProducto.php?sku=1237893;VIDEOJUEGO
9134852;Silence - Juego PC;31,99;21;https://www.mediamarkt.es/es/product/_silence-juego-pc-9134852.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79142074/fee_325_225_png;Informática > Gaming > Juegos PC;DAEDALIC;<p>Juego PC</p>;1856121004;https://www.mediamarkt.es/es/product/getProducto.php?sku=9134852;VIDEOJUEGO
1271753;PC Tom Clancy's The Division;24,99;21;https://www.mediamarkt.es/es/product/_pc-tom-clancy-s-the-division-1271753.html;https://picscdn.redblue.de/doi/pixelboxx-mss-68599400/fee_325_225_png;Informática > Gaming > Juegos PC;UBISOFT;<p>Juego PC</p>;3160071143;https://www.mediamarkt.es/es/product/getProducto.php?sku=1271753;VIDEOJUEGO
1273575;PC Final Fantasy XIV Online: The Complete Experience;20,99;21;https://www.mediamarkt.es/es/product/_pc-final-fantasy-xiv-online-the-complete-experience-1273575.html;https://picscdn.redblue.de/doi/pixelboxx-mss-78635938/fee_325_225_png;Informática > Gaming > Juegos PC;SQUAREENIX;<p>Juego PC</p>;2249433637;https://www.mediamarkt.es/es/product/getProducto.php?sku=1273575;VIDEOJUEGO
1352679;PC Tekken 7;29,99;21;https://www.mediamarkt.es/es/product/_pc-tekken-7-1352679.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79088092/fee_325_225_png;Informática > Gaming > Juegos PC;BANDAI;Juego PC;1586635246;https://www.mediamarkt.es/es/product/getProducto.php?sku=1352679;VIDEOJUEGO
